Anexo VII;;;;;;;;;;;;;;;;
Portaria Interministerial MEC/MF nº 11, de 28 de agosto de 2026;;;;;;;;;;;;;;;;
Cronograma de Desembolso da Complementação da União-VAAR ao Fundeb no Ano de 2026 (art. 16, § 2º, da Lei nº 14.113/2020);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;"Código 
IBGE";Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Janeiro do ano seguinte;Total
PE;TUPANATINGA;2615805; 148.130,79 ; 162.943,87 ; 177.756,94 ; 192.570,02 ; 206.604,77 ; 222.001,61 ; 222.001,61 ; 236.801,71 ; 242.022,07 ; 242.460,57 ; 242.460,57 ; 242.460,57 ; 447.920,32 ; 2.986.135,42 
PE;TUPARETAMA;2615904; 51.003,18 ; 56.103,49 ; 61.203,81 ; 66.304,13 ; 71.138,26 ; 76.438,23 ; 76.438,23 ; 81.534,11 ; 83.314,66 ; 83.480,27 ; 83.480,27 ; 83.480,27 ; 154.220,99 ; 1.028.139,90 
PE;VENTUROSA;2616001; 79.803,33 ; 87.783,67 ; 95.764,00 ; 103.744,33 ; 111.305,77 ; 119.600,28 ; 119.600,28 ; 127.573,63 ; 130.382,07 ; 130.621,73 ; 130.621,73 ; 130.621,73 ; 241.309,87 ; 1.608.732,42 
PE;VERDEJANTE;2616100; 52.788,58 ; 58.067,44 ; 63.346,29 ; 68.625,15 ; 73.626,98 ; 79.113,63 ; 79.113,63 ; 84.387,87 ; 86.244,56 ; 86.403,99 ; 86.403,99 ; 86.403,99 ; 159.622,26 ; 1.064.148,36 
PE;VERTENTE DO LERIO;2616183; 56.023,89 ; 61.626,28 ; 67.228,67 ; 72.831,06 ; 78.139,91 ; 83.962,47 ; 83.962,47 ; 89.559,97 ; 91.526,14 ; 91.699,09 ; 91.699,09 ; 91.699,09 ; 169.404,38 ; 1.129.362,51 
PE;VERTENTES;2616209; 103.347,12 ; 113.681,83 ; 124.016,54 ; 134.351,25 ; 144.145,29 ; 154.885,53 ; 154.885,53 ; 165.211,23 ; 168.831,34 ; 169.156,34 ; 169.156,34 ; 169.156,34 ; 312.498,48 ; 2.083.323,16 
PE;VITORIA DE SANTO ANTAO;2616407; 497.402,36 ; 547.142,60 ; 596.882,83 ; 646.623,07 ; 693.753,09 ; 745.451,00 ; 745.451,00 ; 795.147,73 ; 812.647,64 ; 814.145,46 ; 814.145,46 ; 814.145,46 ; 1.504.047,83 ; 10.026.985,53 
PE;XEXEU;2616506; 96.903,99 ; 106.594,39 ; 116.284,78 ; 125.975,18 ; 135.157,02 ; 145.228,85 ; 145.228,85 ; 154.910,77 ; 158.320,09 ; 158.611,91 ; 158.611,91 ; 158.611,91 ; 293.018,77 ; 1.953.458,42 
PI;AGUA BRANCA;2200202; 106.447,54 ; 117.092,30 ; 127.737,05 ; 138.381,80 ; 148.470,43 ; 159.532,30 ; 159.532,30 ; 170.167,79 ; 173.889,68 ; 174.230,34 ; 174.230,34 ; 174.230,34 ; 321.872,16 ; 2.145.814,37 
PI;ALAGOINHA DO PIAUI;2200251; 31.461,53 ; 34.607,69 ; 37.753,84 ; 40.899,99 ; 43.881,06 ; 47.151,01 ; 47.151,01 ; 50.294,41 ; 51.401,89 ; 51.496,13 ; 51.496,13 ; 51.496,13 ; 95.133,67 ; 634.224,49 
PI;ALEGRETE DO PIAUI;2200277; 33.197,68 ; 36.517,45 ; 39.837,22 ; 43.156,99 ; 46.302,79 ; 49.753,02 ; 49.753,02 ; 53.069,88 ; 54.236,42 ; 54.337,64 ; 54.337,64 ; 54.337,64 ; 100.383,06 ; 669.220,45 
PI;ALTO LONGA;2200301; 60.890,21 ; 66.979,23 ; 73.068,25 ; 79.157,27 ; 84.926,45 ; 91.255,37 ; 91.255,37 ; 97.339,06 ; 99.483,74 ; 99.665,01 ; 99.665,01 ; 99.665,01 ; 184.120,59 ; 1.227.470,57 
PI;ALTOS;2200400; 298.145,24 ; 327.959,76 ; 357.774,28 ; 387.588,81 ; 415.844,99 ; 446.828,28 ; 446.828,28 ; 476.616,84 ; 487.049,19 ; 487.996,54 ; 487.996,54 ; 487.996,54 ; 901.522,12 ; 6.010.147,41 
PI;ALVORADA DO GURGUEIA;2200459; 30.806,04 ; 33.886,65 ; 36.967,25 ; 40.047,86 ; 42.967,12 ; 46.168,71 ; 46.168,71 ; 49.246,62 ; 50.328,35 ; 50.422,94 ; 50.422,94 ; 50.422,94 ; 93.151,07 ; 621.007,20 
PI;AMARANTE;2200509; 105.124,74 ; 115.637,21 ; 126.149,68 ; 136.662,16 ; 146.620,89 ; 157.548,69 ; 157.548,69 ; 168.051,94 ; 171.768,80 ; 172.069,49 ; 172.069,49 ; 172.069,49 ; 317.880,23 ; 2.119.201,50 
PI;ANGICAL DO PIAUI;2200608; 49.979,51 ; 54.977,46 ; 59.975,41 ; 64.973,36 ; 69.710,04 ; 74.903,95 ; 74.903,95 ; 79.897,55 ; 81.646,43 ; 81.805,19 ; 81.805,19 ; 81.805,19 ; 151.126,46 ; 1.007.509,69 
PI;ANISIO DE ABREU;2200707; 67.997,01 ; 74.796,71 ; 81.596,41 ; 88.396,11 ; 94.838,81 ; 101.906,28 ; 101.906,28 ; 108.700,03 ; 111.093,28 ; 111.297,22 ; 111.297,22 ; 111.297,22 ; 205.609,87 ; 1.370.732,45 
PI;ANTONIO ALMEIDA;2200806; 23.654,03 ; 26.019,43 ; 28.384,84 ; 30.750,24 ; 32.991,65 ; 35.450,03 ; 35.450,03 ; 37.813,36 ; 38.645,04 ; 38.716,73 ; 38.716,73 ; 38.716,73 ; 71.525,08 ; 476.833,92 
PI;ARRAIAL;2201002; 38.232,06 ; 42.055,26 ; 45.878,47 ; 49.701,68 ; 53.324,51 ; 57.297,97 ; 57.297,97 ; 61.117,84 ; 62.461,41 ; 62.577,87 ; 62.577,87 ; 62.577,87 ; 115.606,01 ; 770.706,79 
PI;BARRA DALCANTARA;2201176; 25.460,93 ; 28.007,02 ; 30.553,12 ; 33.099,21 ; 35.511,63 ; 38.157,96 ; 38.157,96 ; 40.701,83 ; 41.598,74 ; 41.674,43 ; 41.674,43 ; 41.674,43 ; 76.989,12 ; 513.260,81 
PI;BARRAS;2201200; 359.542,12 ; 395.496,33 ; 431.450,55 ; 467.404,76 ; 501.468,12 ; 538.840,49 ; 538.840,49 ; 574.763,19 ; 587.449,79 ; 588.500,42 ; 588.500,42 ; 588.500,42 ; 1.087.192,44 ; 7.247.949,54 
PI;BATALHA;2201507; 142.674,13 ; 156.941,55 ; 171.208,96 ; 185.476,37 ; 198.993,15 ; 213.823,55 ; 213.823,55 ; 228.078,46 ; 233.115,24 ; 233.530,02 ; 233.530,02 ; 233.530,02 ; 431.422,07 ; 2.876.147,09 
PI;BELA VISTA DO PIAUI;2201556; 24.422,94 ; 26.865,23 ; 29.307,53 ; 31.749,82 ; 34.064,56 ; 36.602,51 ; 36.602,51 ; 39.042,68 ; 39.896,87 ; 39.974,81 ; 39.974,81 ; 39.974,81 ; 73.849,24 ; 492.328,32 
PI;BELEM DO PIAUI;2201572; 35.387,40 ; 38.926,14 ; 42.464,88 ; 46.003,62 ; 49.357,07 ; 53.034,76 ; 53.034,76 ; 56.570,42 ; 57.812,05 ; 57.921,54 ; 57.921,54 ; 57.921,54 ; 107.003,94 ; 713.359,66 
PI;BENEDITINOS;2201606; 83.821,79 ; 92.203,97 ; 100.586,15 ; 108.968,33 ; 116.911,32 ; 125.622,91 ; 125.622,91 ; 133.997,77 ; 136.940,04 ; 137.198,34 ; 137.198,34 ; 137.198,34 ; 253.459,45 ; 1.689.729,66 
PI;BETANIA DO PIAUI;2201739; 52.254,42 ; 57.479,87 ; 62.705,31 ; 67.930,75 ; 72.881,27 ; 78.312,91 ; 78.312,91 ; 83.533,77 ; 85.378,38 ; 85.530,39 ; 85.530,39 ; 85.530,39 ; 158.008,37 ; 1.053.389,13 
PI;BOM JESUS;2201903; 219.764,02 ; 241.740,42 ; 263.716,82 ; 285.693,22 ; 306.527,48 ; 329.360,50 ; 329.360,50 ; 351.317,87 ; 358.948,00 ; 359.697,95 ; 359.697,95 ; 359.697,95 ; 664.504,01 ; 4.430.026,69 
PI;BOM PRINCIPIO DO PIAUI;2201919; 35.975,57 ; 39.573,12 ; 43.170,68 ; 46.768,24 ; 50.177,07 ; 53.916,15 ; 53.916,15 ; 57.510,56 ; 58.776,40 ; 58.884,63 ; 58.884,63 ; 58.884,63 ; 108.783,14 ; 725.220,97 
PI;BONFIM DO PIAUI;2201929; 32.405,10 ; 35.645,61 ; 38.886,12 ; 42.126,64 ; 45.197,09 ; 48.565,12 ; 48.565,12 ; 51.802,80 ; 52.943,71 ; 53.040,58 ; 53.040,58 ; 53.040,58 ; 97.986,89 ; 653.245,94 
PI;BOQUEIRAO DO PIAUI;2201945; 43.794,04 ; 48.173,45 ; 52.552,85 ; 56.932,25 ; 61.081,77 ; 65.633,60 ; 65.633,60 ; 70.009,16 ; 71.550,50 ; 71.681,91 ; 71.681,91 ; 71.681,91 ; 132.424,76 ; 882.831,71 
PI;BRASILEIRA;2201960; 26.323,05 ; 28.955,36 ; 31.587,66 ; 34.219,97 ; 36.725,07 ; 39.452,77 ; 39.452,77 ; 42.082,96 ; 42.909,62 ; 43.075,08 ; 43.075,08 ; 43.075,08 ; 79.576,67 ; 530.511,14 
PI;BREJO DO PIAUI;2201988; 27.326,77 ; 30.059,44 ; 32.792,12 ; 35.524,80 ; 38.113,80 ; 40.954,23 ; 40.954,23 ; 43.684,51 ; 44.648,74 ; 44.728,59 ; 44.728,59 ; 44.728,59 ; 82.631,36 ; 550.875,77 
PI;BURITI DOS LOPES;2202000; 139.803,61 ; 153.783,97 ; 167.764,33 ; 181.744,69 ; 194.991,23 ; 209.521,97 ; 209.521,97 ; 223.490,11 ; 228.409,90 ; 228.829,90 ; 228.829,90 ; 228.829,90 ; 422.739,09 ; 2.818.260,57 
PI;BURITI DOS MONTES;2202026; 93.710,68 ; 103.081,75 ; 112.452,82 ; 121.823,89 ; 130.706,15 ; 140.443,83 ; 140.443,83 ; 149.806,75 ; 153.076,30 ; 153.382,28 ; 153.382,28 ; 153.382,28 ; 283.357,57 ; 1.889.050,41 
PI;CAJAZEIRAS DO PIAUI;2202075; 20.691,51 ; 22.760,66 ; 24.829,81 ; 26.898,96 ; 28.859,23 ; 31.010,03 ; 31.010,03 ; 33.077,36 ; 33.808,74 ; 33.868,10 ; 33.868,10 ; 33.868,10 ; 62.567,75 ; 417.118,38 
PI;CAJUEIRO DA PRAIA;2202083; 67.544,89 ; 74.299,38 ; 81.053,87 ; 87.808,36 ; 94.209,57 ; 101.229,03 ; 101.229,03 ; 107.977,63 ; 110.342,85 ; 110.555,94 ; 110.555,94 ; 110.555,94 ; 204.240,43 ; 1.361.602,86 
PI;CALDEIRAO GRANDE DO PIAUI;2202091; 39.139,45 ; 43.053,40 ; 46.967,34 ; 50.881,29 ; 54.591,01 ; 58.658,12 ; 58.658,12 ; 62.568,66 ; 63.935,45 ; 64.062,18 ; 64.062,18 ; 64.062,18 ; 118.348,12 ; 788.987,50 
PI;CAMPINAS DO PIAUI;2202109; 34.754,96 ; 38.230,46 ; 41.705,96 ; 45.181,45 ; 48.474,64 ; 52.086,85 ; 52.086,85 ; 55.559,30 ; 56.782,26 ; 56.886,76 ; 56.886,76 ; 56.886,76 ; 105.092,29 ; 700.615,30 
PI;CAMPO ALEGRE DO FIDALGO;2202117; 34.371,08 ; 37.808,19 ; 41.245,30 ; 44.682,41 ; 47.938,66 ; 51.511,39 ; 51.511,39 ; 54.945,49 ; 56.159,91 ; 56.258,94 ; 56.258,94 ; 56.258,94 ; 103.932,46 ; 692.883,10 
PI;CAMPO GRANDE DO PIAUI;2202133; 39.299,43 ; 43.229,37 ; 47.159,31 ; 51.089,26 ; 54.813,77 ; 58.897,78 ; 58.897,78 ; 62.824,30 ; 64.200,02 ; 64.324,37 ; 64.324,37 ; 64.324,37 ; 118.832,49 ; 792.216,62 
PI;CAMPO MAIOR;2202208; 309.763,54 ; 340.739,90 ; 371.716,25 ; 402.692,60 ; 432.045,77 ; 464.239,52 ; 464.239,52 ; 495.188,82 ; 506.065,57 ; 507.017,02 ; 507.017,02 ; 507.017,02 ; 936.660,46 ; 6.244.403,01 
PI;CAPITAO GERVASIO OLIVEIRA;2202455; 11.573,86 ; 12.731,25 ; 13.888,64 ; 15.046,02 ; 16.147,52 ; 17.346,81 ; 17.346,81 ; 18.503,27 ; 18.866,74 ; 18.939,49 ; 18.939,49 ; 18.939,49 ; 34.988,71 ; 233.258,10 
PI;CARAUBAS DO PIAUI;2202539; 18.041,94 ; 19.846,13 ; 21.650,32 ; 23.454,52 ; 25.157,26 ; 27.037,54 ; 27.037,54 ; 28.840,04 ; 29.537,03 ; 29.537,42 ; 29.537,42 ; 29.537,42 ; 54.567,27 ; 363.781,85 
PI;CARIDADE DO PIAUI;2202554; 56.252,97 ; 61.878,27 ; 67.503,56 ; 73.128,86 ; 78.459,24 ; 84.305,74 ; 84.305,74 ; 89.926,13 ; 91.902,12 ; 92.074,22 ; 92.074,22 ; 92.074,22 ; 170.097,41 ; 1.133.982,70 
PI;COCAL;2202703; 185.874,60 ; 204.462,05 ; 223.049,51 ; 241.636,97 ; 259.252,19 ; 278.568,84 ; 278.568,84 ; 297.140,10 ; 303.650,43 ; 304.235,47 ; 304.235,47 ; 304.235,47 ; 562.042,94 ; 3.746.952,88 
PI;COCAL DOS ALVES;2202729; 42.956,97 ; 47.252,68 ; 51.548,38 ; 55.844,06 ; 59.915,92 ; 64.379,49 ; 64.379,49 ; 68.671,46 ; 70.168,63 ; 70.310,26 ; 70.310,26 ; 70.310,26 ; 129.890,80 ; 865.938,66 
PI;COLONIA DO GURGUEIA;2202752; 40.682,55 ; 44.750,81 ; 48.819,06 ; 52.887,32 ; 56.742,13 ; 60.970,46 ; 60.970,46 ; 65.035,16 ; 66.466,60 ; 66.588,99 ; 66.588,99 ; 66.588,99 ; 123.016,14 ; 820.107,66 
PI;COLONIA DO PIAUI;2202778; 48.279,43 ; 53.107,38 ; 57.935,32 ; 62.763,26 ; 67.337,95 ; 72.355,84 ; 72.355,84 ; 77.179,56 ; 78.876,90 ; 79.023,38 ; 79.023,38 ; 79.023,38 ; 145.987,35 ; 973.248,97 
PI;CONCEICAO DO CANINDE;2202802; 31.540,89 ; 34.694,98 ; 37.849,07 ; 41.003,16 ; 43.991,81 ; 47.269,95 ; 47.269,95 ; 50.421,28 ; 51.531,03 ; 51.625,97 ; 51.625,97 ; 51.625,97 ; 95.373,53 ; 635.823,56 
PI;CORRENTE;2202901; 136.259,86 ; 149.885,85 ; 163.511,83 ; 177.137,82 ; 190.047,20 ; 204.210,66 ; 204.210,66 ; 217.824,70 ; 222.632,43 ; 223.030,83 ; 223.030,83 ; 223.030,83 ; 412.025,92 ; 2.746.839,42 
PI;CRISTALANDIA DO PIAUI;2203008; 50.185,12 ; 55.203,63 ; 60.222,15 ; 65.240,66 ; 69.994,95 ; 75.211,64 ; 75.211,64 ; 80.225,75 ; 81.998,73 ; 82.143,50 ; 82.143,50 ; 82.143,50 ; 151.751,44 ; 1.011.676,21 
PI;CRISTINO CASTRO;2203107; 74.445,13 ; 81.889,65 ; 89.334,16 ; 96.778,67 ; 103.832,48 ; 111.570,04 ; 111.570,04 ; 119.008,05 ; 121.626,87 ; 121.851,34 ; 121.851,34 ; 121.851,34 ; 225.107,50 ; 1.500.716,61 
PI;CURIMATA;2203206; 70.376,54 ; 77.414,20 ; 84.451,85 ; 91.489,51 ; 102.006,81 ; 106.434,73 ; 106.434,73 ; 113.530,38 ; 116.032,42 ; 116.243,32 ; 116.243,32 ; 116.243,32 ; 214.747,26 ; 1.431.648,39 
PI;CURRAIS;2203230; 52.143,92 ; 57.358,31 ; 62.572,70 ; 67.787,10 ; 72.727,71 ; 78.147,45 ; 78.147,45 ; 83.357,28 ; 85.192,63 ; 85.348,97 ; 85.348,97 ; 85.348,97 ; 157.673,20 ; 1.051.154,66 
PI;CURRAL NOVO DO PIAUI;2203271; 50.558,88 ; 55.614,77 ; 60.670,66 ; 65.726,55 ; 70.516,42 ; 75.771,84 ; 75.771,84 ; 80.823,30 ; 82.607,81 ; 82.755,10 ; 82.755,10 ; 82.755,10 ; 152.881,31 ; 1.019.208,68 
PI;CURRALINHOS;2203255; 33.809,69 ; 37.190,66 ; 40.571,63 ; 43.952,60 ; 47.155,83 ; 50.670,09 ; 50.670,09 ; 54.048,10 ; 55.240,96 ; 55.339,86 ; 55.339,86 ; 55.339,86 ; 102.234,56 ; 681.563,79 
PI;DEMERVAL LOBAO;2203305; 127.160,76 ; 139.876,84 ; 152.592,92 ; 165.308,99 ; 177.364,01 ; 190.575,90 ; 190.575,90 ; 203.280,96 ; 207.697,30 ; 208.130,06 ; 208.130,06 ; 208.130,06 ; 384.498,32 ; 2.563.322,08 
PI;DOM EXPEDITO LOPES;2203404; 39.345,83 ; 43.280,41 ; 47.215,00 ; 51.149,58 ; 54.878,23 ; 58.967,25 ; 58.967,25 ; 62.898,40 ; 64.278,38 ; 64.400,60 ; 64.400,60 ; 64.400,60 ; 118.973,31 ; 793.155,44 
PI;DOM INOCENCIO;2203453; 48.925,62 ; 53.818,18 ; 58.710,75 ; 63.603,31 ; 68.238,31 ; 73.324,06 ; 73.324,06 ; 78.212,33 ; 79.940,46 ; 80.081,89 ; 80.081,89 ; 80.081,89 ; 147.942,85 ; 986.285,60 
PI;DOMINGOS MOURAO;2203420; 36.962,87 ; 40.659,16 ; 44.355,45 ; 48.051,73 ; 51.554,65 ; 55.395,95 ; 55.395,95 ; 59.089,01 ; 60.384,64 ; 60.500,12 ; 60.500,12 ; 60.500,12 ; 111.767,60 ; 745.117,37 
PI;ELESBAO VELOSO;2203503; 59.058,94 ; 64.964,83 ; 70.870,73 ; 76.776,62 ; 77.724,87 ; 87.349,02 ; 87.349,02 ; 93.172,29 ; 95.221,11 ; 95.398,13 ; 95.398,13 ; 95.398,13 ; 176.237,98 ; 1.174.919,80 
PI;ELISEU MARTINS;2203602; 23.573,47 ; 25.930,82 ; 28.288,16 ; 30.645,51 ; 32.879,29 ; 35.329,30 ; 35.329,30 ; 37.684,59 ; 38.513,28 ; 38.584,85 ; 38.584,85 ; 38.584,85 ; 71.281,45 ; 475.209,72 
PI;ESPERANTINA;2203701; 246.418,58 ; 271.060,43 ; 295.702,29 ; 320.344,15 ; 343.691,60 ; 369.304,28 ; 369.304,28 ; 393.924,56 ; 402.605,60 ; 403.337,76 ; 403.337,76 ; 403.337,76 ; 745.123,96 ; 4.967.493,01 
PI;FARTURA DO PIAUI;2203750; 39.215,54 ; 43.137,10 ; 47.058,65 ; 50.980,21 ; 54.696,69 ; 58.772,04 ; 58.772,04 ; 62.690,18 ; 64.063,80 ; 64.187,15 ; 64.187,15 ; 64.187,15 ; 118.579,00 ; 790.526,70 
PI;FLORES DO PIAUI;2203800; 24.741,29 ; 27.215,42 ; 29.689,55 ; 32.163,67 ; 34.507,68 ; 37.079,39 ; 37.079,39 ; 39.551,35 ; 40.424,96 ; 40.496,73 ; 40.496,73 ; 40.496,73 ; 74.813,44 ; 498.756,33 
PI;FLORESTA DO PIAUI;2203859; 18.999,61 ; 20.899,58 ; 22.799,54 ; 24.699,50 ; 26.500,13 ; 28.474,58 ; 28.474,58 ; 30.372,88 ; 31.038,51 ; 31.098,17 ; 31.098,17 ; 31.098,17 ; 57.450,60 ; 383.004,02 
PI;FLORIANO;2203909; 262.197,89 ; 288.417,68 ; 314.637,47 ; 340.857,25 ; 365.705,14 ; 392.953,88 ; 392.953,88 ; 419.150,80 ; 428.338,33 ; 429.160,18 ; 429.160,18 ; 429.160,18 ; 792.828,16 ; 5.285.521,02 
PI;FRANCINOPOLIS;2204006; 33.939,92 ; 37.333,92 ; 40.727,91 ; 44.121,90 ; 47.338,42 ; 50.865,50 ; 50.865,50 ; 54.256,54 ; 55.445,54 ; 55.552,16 ; 55.552,16 ; 55.552,16 ; 102.626,75 ; 684.178,38 
PI;FRANCISCO AYRES;2204105; 13.918,28 ; 15.310,11 ; 16.701,94 ; 18.093,77 ; 19.407,38 ; 20.857,86 ; 20.857,86 ; 22.248,38 ; 22.786,05 ; 22.786,37 ; 22.786,37 ; 22.786,37 ; 42.095,42 ; 280.636,16 
PI;FRANCISCO MACEDO;2204154; 23.875,76 ; 26.263,33 ; 28.650,91 ; 31.038,48 ; 33.300,67 ; 35.782,28 ; 35.782,28 ; 38.167,76 ; 39.009,17 ; 39.079,85 ; 39.079,85 ; 39.079,85 ; 72.195,91 ; 481.306,10 
PI;FRANCISCO SANTOS;2204204; 19.696,93 ; 21.666,62 ; 23.636,31 ; 25.606,00 ; 27.464,95 ; 29.517,69 ; 29.517,69 ; 31.485,54 ; 32.246,47 ; 32.246,89 ; 32.246,89 ; 32.246,89 ; 59.572,73 ; 397.151,60 
PI;FRONTEIRAS;2204303; 62.483,56 ; 68.731,92 ; 74.980,27 ; 81.228,63 ; 87.150,33 ; 93.643,69 ; 93.643,69 ; 99.886,60 ; 102.073,10 ; 102.271,52 ; 102.271,52 ; 102.271,52 ; 188.935,83 ; 1.259.572,18 
PI;GEMINIANO;2204352; 20.730,42 ; 22.803,47 ; 24.876,51 ; 26.949,55 ; 28.922,46 ; 31.070,59 ; 31.070,59 ; 33.141,96 ; 33.792,96 ; 33.923,30 ; 33.923,30 ; 33.923,30 ; 62.669,71 ; 417.798,12 
PI;GILBUES;2204402; 69.098,73 ; 76.008,60 ; 82.918,47 ; 89.828,35 ; 96.376,56 ; 103.557,69 ; 103.557,69 ; 110.461,53 ; 112.883,56 ; 113.099,48 ; 113.099,48 ; 113.099,48 ; 208.939,35 ; 1.392.928,97 
PI;GUADALUPE;2204501; 60.070,72 ; 66.077,80 ; 72.084,87 ; 78.091,94 ; 83.783,31 ; 90.027,18 ; 90.027,18 ; 96.028,99 ; 98.146,14 ; 98.323,82 ; 98.323,82 ; 98.323,82 ; 181.642,87 ; 1.210.952,46 
PI;GUARIBAS;2204550; 31.744,80 ; 34.919,28 ; 38.093,76 ; 41.268,24 ; 44.275,53 ; 47.575,39 ; 47.575,39 ; 50.747,09 ; 51.869,85 ; 51.960,33 ; 51.960,33 ; 51.960,33 ; 95.991,23 ; 639.941,55 
PI;ILHA GRANDE;2204659; 27.454,99 ; 30.200,49 ; 32.945,99 ; 35.691,48 ; 38.304,33 ; 41.149,31 ; 41.149,31 ; 43.892,59 ; 44.754,77 ; 44.927,38 ; 44.927,38 ; 44.927,38 ; 82.998,60 ; 553.324,00 
PI;INHUMA;2204709; 68.574,65 ; 75.432,11 ; 82.289,58 ; 89.147,04 ; 95.644,54 ; 102.772,00 ; 102.772,00 ; 109.623,47 ; 112.036,41 ; 112.242,64 ; 112.242,64 ; 112.242,64 ; 207.356,43 ; 1.382.376,15 
PI;IPIRANGA DO PIAUI;2204808; 61.968,09 ; 68.164,89 ; 74.361,70 ; 80.558,51 ; 86.430,61 ; 92.870,97 ; 92.870,97 ; 99.062,36 ; 101.237,69 ; 101.428,51 ; 101.428,51 ; 101.428,51 ; 187.378,47 ; 1.249.189,79 
PI;ISAIAS COELHO;2204907; 27.341,23 ; 30.075,36 ; 32.809,48 ; 35.543,60 ; 38.123,99 ; 40.973,40 ; 40.973,40 ; 43.704,96 ; 44.761,19 ; 44.761,79 ; 44.761,79 ; 44.761,79 ; 82.692,70 ; 551.284,68 
PI;ITAINOPOLIS;2205003; 56.562,58 ; 62.218,84 ; 67.875,10 ; 73.531,35 ; 78.890,98 ; 84.769,73 ; 84.769,73 ; 90.421,05 ; 92.408,64 ; 92.581,06 ; 92.581,06 ; 92.581,06 ; 171.033,74 ; 1.140.224,92 
PI;ITAUEIRA;2205102; 38.676,23 ; 42.543,85 ; 46.411,47 ; 50.279,09 ; 53.944,21 ; 57.963,70 ; 57.963,70 ; 61.827,95 ; 63.185,09 ; 63.304,66 ; 63.304,66 ; 63.304,66 ; 116.948,69 ; 779.657,96 
PI;JACOBINA DO PIAUI;2205151; 69.442,53 ; 76.386,78 ; 83.331,03 ; 90.275,28 ; 96.855,46 ; 104.072,79 ; 104.072,79 ; 111.010,98 ; 113.450,25 ; 113.662,74 ; 113.662,74 ; 113.662,74 ; 209.979,91 ; 1.399.866,02 
PI;JAICOS;2205201; 53.302,05 ; 58.632,26 ; 63.962,46 ; 69.292,66 ; 74.323,00 ; 79.878,11 ; 79.878,11 ; 85.203,32 ; 87.262,41 ; 87.263,63 ; 87.263,63 ; 87.263,63 ; 161.210,35 ; 1.074.735,62 
PI;JARDIM DO MULATO;2205250; 21.858,15 ; 24.043,97 ; 26.229,78 ; 28.415,60 ; 30.486,35 ; 32.758,45 ; 32.758,45 ; 34.942,35 ; 35.715,25 ; 35.777,71 ; 35.777,71 ; 35.777,71 ; 66.095,55 ; 440.637,03 
PI;JOAO COSTA;2205359; 15.765,04 ; 17.341,54 ; 18.918,05 ; 20.494,55 ; 21.988,27 ; 23.626,84 ; 23.626,84 ; 25.201,96 ; 25.757,98 ; 25.804,27 ; 25.804,27 ; 25.804,27 ; 47.670,68 ; 317.804,56 
PI;JOSE DE FREITAS;2205508; 228.953,39 ; 251.848,72 ; 274.744,06 ; 297.639,40 ; 318.747,35 ; 342.983,26 ; 342.983,26 ; 365.848,81 ; 373.931,94 ; 374.593,89 ; 374.593,89 ; 374.593,89 ; 692.022,69 ; 4.613.484,55 
PI;LAGOA DE SAO FRANCISCO;2205573; 57.734,23 ; 63.507,65 ; 69.281,08 ; 75.054,50 ; 80.525,30 ; 86.525,70 ; 86.525,70 ; 92.294,08 ; 94.321,73 ; 94.498,70 ; 94.498,70 ; 94.498,70 ; 174.576,37 ; 1.163.842,44 
PI;LAGOA DO PIAUI;2205581; 15.268,34 ; 16.795,18 ; 18.322,01 ; 19.848,85 ; 21.301,95 ; 22.884,06 ; 22.884,06 ; 24.409,67 ; 24.889,13 ; 24.985,14 ; 24.985,14 ; 24.985,14 ; 46.157,41 ; 307.716,08 
PI;LAGOA DO SITIO;2205599; 22.745,15 ; 25.019,67 ; 27.294,18 ; 29.568,70 ; 31.723,47 ; 34.087,78 ; 34.087,78 ; 36.360,29 ; 37.164,72 ; 37.229,58 ; 37.229,58 ; 37.229,58 ; 68.777,72 ; 458.518,20 
PI;LANDRI SALES;2205607; 47.072,77 ; 51.780,05 ; 56.487,33 ; 61.194,60 ; 65.655,68 ; 70.547,62 ; 70.547,62 ; 75.250,79 ; 76.898,97 ; 77.047,63 ; 77.047,63 ; 77.047,63 ; 142.337,36 ; 948.915,68 
PI;LUZILANDIA;2205805; 179.992,00 ; 197.991,20 ; 215.990,40 ; 233.989,60 ; 251.043,61 ; 269.751,72 ; 269.751,72 ; 287.735,16 ; 294.073,50 ; 294.610,52 ; 294.610,52 ; 294.610,52 ; 544.261,85 ; 3.628.412,32 
PI;MADEIRO;2205854; 61.065,40 ; 67.171,94 ; 73.278,48 ; 79.385,02 ; 85.170,33 ; 91.517,80 ; 91.517,80 ; 97.618,99 ; 99.774,10 ; 99.952,20 ; 99.952,20 ; 99.952,20 ; 184.651,15 ; 1.231.007,61 
PI;MARCOLANDIA;2205953; 33.204,66 ; 36.525,13 ; 39.845,60 ; 43.166,06 ; 46.326,13 ; 49.766,87 ; 49.766,87 ; 53.084,66 ; 54.127,39 ; 54.336,16 ; 54.336,16 ; 54.336,16 ; 100.380,32 ; 669.202,17 
